	Domain	Phylum	Class	Subclass	Order	Suborder	Family	Genus
OTU1372	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1373	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Sporanaerobacter
OTU1374	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU1375	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1376	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Coxiellaceae	Coxiella
OTU1377	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Holdemania
OTU1378	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lactonifactor
OTU1379	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Leuconostocaceae	Weissella
OTU1380	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Anaeromyxobacter
OTU1381	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Alphaproteobacteria_incertae_sedis	Alphaproteobacteria_incertae_sedis_suborder	Alphaproteobacteria_incertae_sedis_suborder_family	Rhizomicrobium
OTU1382	Bacteria	Spirochaetes	Spirochaetes	Spirochaetes_subclass	Spirochaetales	Spirochaetales_suborder	Leptospiraceae	Turneriella
OTU1383	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Carnobacteriaceae	Dolosigranulum
OTU1384	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Chlorophyta
OTU1385	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Lactobacillaceae	Lactobacillus
OTU1386	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Nannocystineae	Haliangiaceae	Haliangium
OTU1387	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1388	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1389	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Clostridium IV
OTU1390	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Streptococcaceae	Lactococcus
OTU1391	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Blastopirellula
OTU1392	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Acetitomaculum
OTU1393	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Pseudonocardiaceae	Allokutzneria
OTU1394	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Clostridium XlVa
OTU1395	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Rhodocyclales	Rhodocyclales_suborder	Rhodocyclaceae	Shinella
OTU1396	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Dorea
OTU1397	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Galbibacter
OTU1398	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Solirubrobacteraceae	Solirubrobacter
OTU1399	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Craurococcus
OTU1400	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Desulfovibrionales	Desulfovibrionales_suborder	Desulfovibrionaceae	Bilophila
OTU1401	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Thiohalobacter
OTU1402	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU1403	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Vampirovibrio
OTU1404	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Hallella
OTU1405	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacteria_subclass	Fibrobacterales	Fibrobacterales_suborder	Fibrobacteraceae	Fibrobacter
OTU1406	Archaea	Crenarchaeota	Thermoprotei	Thermoprotei_subclass	Fervidicoccales	Fervidicoccales_suborder	Fervidicoccaceae	Fervidicoccus
OTU1407	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1408	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Halomonadaceae	Halomonas
OTU1409	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Neisseriales	Neisseriales_suborder	Neisseriaceae	Uruburuella
OTU1410	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae	Sphaerobacter
OTU1411	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Acidisphaera
OTU1412	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Paraprevotella
OTU1413	Bacteria	Tenericutes	Mollicutes	Mollicutes_subclass	Anaeroplasmatales	Anaeroplasmatales_suborder	Anaeroplasmataceae	Asteroleplasma
OTU1414	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Hymenobacter
OTU1415	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU1416	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Flammeovirgaceae	Reichenbachiella
OTU1417	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Psychrobacter
OTU1418	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Acidisphaera
OTU1419	Bacteria	Acidobacteria	Acidobacteria_Gp6	Acidobacteria_Gp6_subclass	Acidobacteria_Gp6_subclass_order	Acidobacteria_Gp6_subclass_order_suborder	Acidobacteria_Gp6_subclass_order_suborder_family	Gp6
OTU1420	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Craurococcus
OTU1421	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Bulleidia
OTU1422	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Oscillibacter
OTU1423	Bacteria	Caldiserica	Caldisericia	Caldisericia_subclass	Caldisericales	Caldisericales_suborder	Caldisericaceae	Caldisericum
OTU1424	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Caulobacterales	Caulobacterales_suborder	Hyphomonadaceae	Litorimonas
OTU1425	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Parvimonas
OTU1426	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU1427	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae_subclass	Verrucomicrobiales	Verrucomicrobiales_suborder	Verrucomicrobiaceae	Luteolibacter
OTU1428	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Roseomonas
OTU1429	Bacteria	Verrucomicrobia	Subdivision3	Subdivision3_subclass	Subdivision3_subclass_order	Subdivision3_subclass_order_suborder	Subdivision3_subclass_order_suborder_family	Subdivision3_genera_incertae_sedis
OTU1430	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingomonas
OTU1431	Bacteria	Deinococcus-Thermus	Deinococci	Deinococci_subclass	Deinococcales	Deinococcales_suborder	Deinococcaceae	Deinococcus
OTU1432	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Allobaculum
OTU1433	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteria_subclass	Ignavibacteriales	Ignavibacteriales_suborder	Ignavibacteriaceae	Ignavibacterium
OTU1434	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU1435	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Gallicola
OTU1436	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU1437	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Paenibacillaceae 2	Oxalophagus
OTU1438	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Kiloniellales	Kiloniellales_suborder	Kiloniellaceae	Kiloniella
OTU1439	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Clostridium XlVa
OTU1440	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Bdellovibrio
OTU1441	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Bacteroidaceae	Bacteroides
OTU1442	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Robinsoniella
OTU1443	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Butyricicoccus
OTU1444	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Rubrobacterales	Rubrobacterineae	Rubrobacteraceae	Rubrobacter
OTU1445	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1446	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Fusobacterium
OTU1447	Bacteria	Actinobacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacterineae	Coriobacteriaceae	Olsenella
OTU1448	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Desulfovibrionales	Desulfovibrionales_suborder	Desulfovibrionaceae	Bilophila
OTU1449	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Streptophyta
OTU1450	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Coprococcus
OTU1451	Archaea	Crenarchaeota	Thermoprotei	Thermoprotei_subclass	Thermoproteales	Thermoproteales_suborder	Thermoproteaceae	Caldivirga
OTU1452	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Syntrophococcus
OTU1453	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Pelagicola
OTU1454	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Sorangiineae	Polyangiaceae	Byssovorax
OTU1455	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Sporobacter
OTU1456	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Propionibacteriaceae	Friedmanniella
OTU1457	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU1458	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobiaceae	Ilumatobacter
OTU1459	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Gallicola
OTU1460	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Paraprevotella
OTU1461	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Bdellovibrio
OTU1462	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Terrimonas
OTU1463	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Filimonas
OTU1464	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Listeriaceae	Brochothrix
OTU1465	Bacteria	Caldiserica	Caldisericia	Caldisericia_subclass	Caldisericales	Caldisericales_suborder	Caldisericaceae	Caldisericum
OTU1466	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Oceanospirillales	Oceanospirillales_suborder	Oceanospirillaceae	Pseudospirillum
OTU1467	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU1468	Bacteria	Actinobacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacterineae	Coriobacteriaceae	Enterorhabdus
OTU1469	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmata_subclass	Thermoplasmatales	Thermoplasmatales_suborder	Ferroplasmaceae	Ferroplasma
OTU1470	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1471	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU1472	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Eubacteriaceae	Eubacterium
OTU1473	Bacteria	Acidobacteria	Acidobacteria_Gp16	Acidobacteria_Gp16_subclass	Acidobacteria_Gp16_subclass_order	Acidobacteria_Gp16_subclass_order_suborder	Acidobacteria_Gp16_subclass_order_suborder_family	Gp16
OTU1474	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Papillibacter
OTU1475	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Coxiellaceae	Coxiella
OTU1476	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Myxococcales	Cystobacterineae	Cystobacteraceae	Anaeromyxobacter
OTU1477	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Clostridium XlVa
OTU1478	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Isosphaera
OTU1479	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Streptococcaceae	Lactovum
OTU1480	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Litoribacter
OTU1481	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Blautia
OTU1482	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1483	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Johnsonella
OTU1484	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1485	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Hydrotalea
OTU1486	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Eubacteriaceae	Garciella
OTU1487	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Selenomonas
OTU1488	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 2	Cerasibacillus
OTU1489	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Hymenobacter
OTU1490	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Nocardioides
OTU1491	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU1492	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Bdellovibrionales	Bdellovibrionales_suborder	Bdellovibrionaceae	Bdellovibrio
OTU1493	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Eubacteriaceae	Eubacterium
OTU1494	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Parachlamydia
OTU1495	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1496	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Singulisphaera
OTU1497	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Thermoleophilales	Thermoleophilales_suborder	Thermoleophilaceae	Thermoleophilum
OTU1498	Bacteria	Proteobacteria	Zetaproteobacteria	Zetaproteobacteria_subclass	Mariprofundales	Mariprofundales_suborder	Mariprofundaceae	Mariprofundus
OTU1499	Bacteria	Acidobacteria	Acidobacteria_Gp2	Acidobacteria_Gp2_subclass	Acidobacteria_Gp2_subclass_order	Acidobacteria_Gp2_subclass_order_suborder	Acidobacteria_Gp2_subclass_order_suborder_family	Gp2
OTU1500	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Microbacteriaceae	Leifsonia
OTU1501	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1502	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteria_subclass	Ignavibacteriales	Ignavibacteriales_suborder	Ignavibacteriaceae	Ignavibacterium
OTU1503	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Rikenellaceae	Alistipes
OTU1504	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobia_subclass	Thermomicrobiales	Thermomicrobiales_suborder	Thermomicrobiaceae	Thermomicrobium
OTU1505	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU1506	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Meniscus
OTU1507	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Azospirillum
OTU1508	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1509	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Xanthomonadales	Xanthomonadales_suborder	Sinobacteraceae	Singularimonas
OTU1510	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Clostridium IV
OTU1511	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Lacibacter
OTU1512	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Roseburia
OTU1513	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Spirosoma
OTU1514	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Spirosoma
OTU1515	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Isosphaera
OTU1516	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Aeromicrobium
OTU1517	Bacteria	Spirochaetes	Spirochaetes	Spirochaetes_subclass	Spirochaetales	Spirochaetales_suborder	Spirochaetaceae	Treponema
OTU1518	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Neochlamydia
OTU1519	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Anaerotruncus
OTU1520	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_subclass	Gemmatimonadales	Gemmatimonadales_suborder	Gemmatimonadaceae	Gemmatimonas
OTU1521	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Hymenobacter
OTU1522	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU1523	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Allobaculum
OTU1524	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Faecalibacterium
OTU1525	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast_subclass	Chloroplast_subclass_order	Chloroplast_subclass_order_suborder	Chloroplast	Chlorophyta
OTU1526	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Legionellaceae	Legionella
OTU1527	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Hydrogenoanaerobacterium
OTU1528	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Thiohalophilus
OTU1529	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Flammeovirgaceae	Cesiribacter
OTU1530	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Xanthobacteraceae	Xanthobacter
OTU1531	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Aerococcaceae	Facklamia
OTU1532	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces
OTU1533	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Porphyromonas
OTU1534	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Bradyrhizobiaceae	Bosea
OTU1535	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Pasteuriaceae	Pasteuria
OTU1536	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Porphyromonas
OTU1537	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1538	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Rhizobiaceae	Rhizobium
OTU1539	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1540	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Coprobacillus
OTU1541	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Kineosporiineae	Kineosporiaceae	Kineococcus
