	Domain	Phylum	Class	Subclass	Order	Suborder	Family	Genus
OTU1039	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobia_subclass	Methanosarcinales	Methanosarcinales_suborder	Methanosarcinaceae	Methanohalobium
OTU1040	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Parachlamydiaceae	Parachlamydia
OTU1041	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1042	Bacteria	Chlamydiae	Chlamydiae	Chlamydiae_subclass	Chlamydiales	Chlamydiales_suborder	Waddliaceae	Waddlia
OTU1043	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Comamonadaceae	Brachymonas
OTU1044	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Allomonas
OTU1045	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Neisseriales	Neisseriales_suborder	Neisseriaceae	Kingella
OTU1046	Bacteria	Nitrospira	Nitrospira	Nitrospira_subclass	Nitrospirales	Nitrospirales_suborder	Nitrospiraceae	Nitrospira
OTU1047	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Thalassospira
OTU1048	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Pseudomonadaceae	Cellvibrio
OTU1049	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Cyanobacteria_subclass	Cyanobacteria_subclass_order	Cyanobacteria_subclass_order_suborder	Family I	GpI
OTU1050	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobineae_incertae_sedis	Aciditerrimonas
OTU1051	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Kineosporiineae	Kineosporiaceae	Kineosporia
OTU1052	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Johnsonella
OTU1053	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Clostridium XlVa
OTU1054	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Rhodocista
OTU1055	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Shuttleworthia
OTU1056	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Flavobacterium
OTU1057	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Nakamurellaceae	Saxeibacter
OTU1058	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Alphaproteobacteria_incertae_sedis	Alphaproteobacteria_incertae_sedis_suborder	Alphaproteobacteria_incertae_sedis_suborder_family	Rhizomicrobium
OTU1059	Bacteria	Acidobacteria	Acidobacteria_Gp6	Acidobacteria_Gp6_subclass	Acidobacteria_Gp6_subclass_order	Acidobacteria_Gp6_subclass_order_suborder	Acidobacteria_Gp6_subclass_order_suborder_family	Gp6
OTU1060	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Acidimicrobineae_incertae_sedis	Aciditerrimonas
OTU1061	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU1062	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Sutterellaceae	Parasutterella
OTU1063	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Syntrophobacterales	Syntrophobacterales_suborder	Syntrophaceae	Desulfomonile
OTU1064	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteria_subclass	Spartobacteria_subclass_order	Spartobacteria_subclass_order_suborder	Spartobacteria_subclass_order_suborder_family	Spartobacteria_genera_incertae_sedis
OTU1065	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Craurococcus
OTU1066	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Planococcaceae	Rummeliibacillus
OTU1067	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Roseomonas
OTU1068	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Butyricicoccus
OTU1069	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Tannerella
OTU1070	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Dongia
OTU1071	Bacteria	Thermotogae	Thermotogae	Thermotogae_subclass	Thermotogales	Thermotogales_suborder	Thermotogales_incertae_sedis	Oceanotoga
OTU1072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Paludibacter
OTU1073	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Legionellales	Legionellales_suborder	Legionellaceae	Legionella
OTU1074	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Clostridium IV
OTU1075	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Alcaligenaceae	Advenella
OTU1076	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1077	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Thermoactinomycetaceae 1	Thermoactinomyces
OTU1078	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Parasegetibacter
OTU1079	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Flammeovirgaceae	Sediminitomix
OTU1080	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 1	Anaerosporobacter
OTU1081	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micromonosporineae	Micromonosporaceae	Pilimelia
OTU1082	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Acetitomaculum
OTU1083	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Nakamurellaceae	Humicoccus
OTU1084	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1085	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Flavisolibacter
OTU1086	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Dermacoccaceae	Kytococcus
OTU1087	Bacteria	Acidobacteria	Acidobacteria_Gp6	Acidobacteria_Gp6_subclass	Acidobacteria_Gp6_subclass_order	Acidobacteria_Gp6_subclass_order_suborder	Acidobacteria_Gp6_subclass_order_suborder_family	Gp6
OTU1088	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Flavobacteriaceae	Bergeyella
OTU1089	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Cytophaga
OTU1090	Bacteria	Bacteroidetes	Bacteroidetes_incertae_sedis	Bacteroidetes_incertae_sedis_subclass	Bacteroidetes_incertae_sedis_subclass_order	Bacteroidetes_incertae_sedis_subclass_order_suborder	Bacteroidetes_incertae_sedis_subclass_order_suborder_family	Prolixibacter
OTU1091	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Peptococcaceae 1	Desulfitibacter
OTU1092	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospira
OTU1093	Archaea	Euryarchaeota	Halobacteria	Halobacteria_subclass	Halobacteriales	Halobacteriales_suborder	Halobacteriaceae	Halonotius
OTU1094	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Kiloniellales	Kiloniellales_suborder	Kiloniellaceae	Kiloniella
OTU1095	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Clostridium IV
OTU1096	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1097	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Desulfovibrionales	Desulfovibrionales_suborder	Desulfohalobiaceae	Desulfonatronovibrio
OTU1098	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU1099	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Holdemania
OTU1100	Bacteria	Firmicutes	Negativicutes	Negativicutes_subclass	Selenomonadales	Selenomonadales_suborder	Veillonellaceae	Megamonas
OTU1101	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 2	Pontibacillus
OTU1102	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Acetobacteraceae	Roseomonas
OTU1103	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichia_subclass	Erysipelotrichales	Erysipelotrichales_suborder	Erysipelotrichaceae	Coprobacillus
OTU1104	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaeria_subclass	Victivallales	Victivallales_suborder	Victivallaceae	Victivallis
OTU1105	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Acetanaerobacterium
OTU1106	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Thiohalobacter
OTU1107	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Chitinophagaceae	Sediminibacterium
OTU1108	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Parabacteroides
OTU1109	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Howardella
OTU1110	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1111	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Hyphomicrobiaceae	Rhodoplanes
OTU1112	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Solirubrobacteraceae	Solirubrobacter
OTU1113	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Parvimonas
OTU1114	Bacteria	Fusobacteria	Fusobacteria	Fusobacteria_subclass	Fusobacteriales	Fusobacteriales_suborder	Fusobacteriaceae	Fusobacterium
OTU1115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Barnesiella
OTU1116	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiales_Incertae Sedis XI	Parvimonas
OTU1117	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Cryomorphaceae	Fluviicola
OTU1118	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Paenibacillaceae 1	Paenibacillus
OTU1119	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Roseburia
OTU1120	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1121	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Papillibacter
OTU1122	Bacteria	Spirochaetes	Spirochaetes	Spirochaetes_subclass	Spirochaetales	Spirochaetales_suborder	Spirochaetaceae	Spirochaeta
OTU1123	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Nitrosomonadales	Nitrosomonadales_suborder	Nitrosomonadaceae	Nitrosospira
OTU1124	Bacteria	Acidobacteria	Acidobacteria_Gp1	Acidobacteria_Gp1_subclass	Acidobacteria_Gp1_subclass_order	Acidobacteria_Gp1_subclass_order_suborder	Acidobacteria_Gp1_subclass_order_suborder_family	Granulicella
OTU1125	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Saprospiraceae	Haliscomenobacter
OTU1126	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Carnobacteriaceae	Carnobacterium
OTU1127	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Porphyromonadaceae	Tannerella
OTU1128	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1129	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Alteromonadales	Alteromonadales_suborder	Psychromonadaceae	Psychromonas
OTU1130	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Clostridiaceae 4	Thermotalea
OTU1131	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Rhodothalassium
OTU1132	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Lactobacillales	Lactobacillales_suborder	Carnobacteriaceae	Granulicatella
OTU1133	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Flammeovirgaceae	Cesiribacter
OTU1134	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1135	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Saccharofermentans
OTU1136	Bacteria	Verrucomicrobia	Opitutae	Opitutae_subclass	Puniceicoccales	Puniceicoccales_suborder	Puniceicoccaceae	Cerasicoccus
OTU1137	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Caulobacterales	Caulobacterales_suborder	Caulobacteraceae	Phenylobacterium
OTU1138	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae	Sphaerobacter
OTU1139	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Rhodopirellula
OTU1140	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Roseibaca
OTU1141	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1142	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_subclass	Desulfovibrionales	Desulfovibrionales_suborder	Desulfovibrionaceae	Lawsonia
OTU1143	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Ruminococcaceae	Oscillibacter
OTU1144	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pseudomonadales	Pseudomonadales_suborder	Moraxellaceae	Moraxella
OTU1145	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Flammeovirgaceae	Reichenbachiella
OTU1146	Bacteria	Armatimonadetes	Armatimonadetes_class	Armatimonadetes_class_subclass	Armatimonadetes_class_subclass_order	Armatimonadetes_class_subclass_order_suborder	Armatimonadetes_class_subclass_order_suborder_family	Armatimonadetes_gp5
OTU1147	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Alphaproteobacteria_incertae_sedis	Alphaproteobacteria_incertae_sedis_suborder	Alphaproteobacteria_incertae_sedis_suborder_family	Geminicoccus
OTU1148	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodobacterales	Rhodobacterales_suborder	Rhodobacteraceae	Amaricoccus
OTU1149	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Clostridium XlVa
OTU1150	Bacteria	Acidobacteria	Acidobacteria_Gp4	Acidobacteria_Gp4_subclass	Acidobacteria_Gp4_subclass_order	Acidobacteria_Gp4_subclass_order_suborder	Acidobacteria_Gp4_subclass_order_suborder_family	Gp4
OTU1151	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhodospirillales	Rhodospirillales_suborder	Rhodospirillaceae	Telmatospirillum
OTU1152	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Actinomycineae	Actinomycetaceae	Actinomyces
OTU1153	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteria_subclass	Sphingobacteriales	Sphingobacteriales_suborder	Cytophagaceae	Arcicella
OTU1154	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Johnsonella
OTU1155	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteria_subclass	Flavobacteriales	Flavobacteriales_suborder	Cryomorphaceae	Owenweeksia
OTU1156	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Cellulomonadaceae	Cellulomonas
OTU1157	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Dermacoccaceae	Yimella
OTU1158	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Gemmata
OTU1159	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_subclass	Burkholderiales	Burkholderiales_suborder	Sutterellaceae	Parasutterella
OTU1160	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Listonella
OTU1161	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Pasteurellales	Pasteurellales_suborder	Pasteurellaceae	Aggregatibacter
OTU1162	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis_suborder	Gammaproteobacteria_incertae_sedis_suborder_family	Porticoccus
OTU1163	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Cyanobacteria_subclass	Cyanobacteria_subclass_order	Cyanobacteria_subclass_order_suborder	Family XIII	GpXIII
OTU1164	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Rhizobiales	Rhizobiales_suborder	Phyllobacteriaceae	Nitratireductor
OTU1165	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Incertae Sedis XI	Clostridium XII
OTU1166	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 1	Bacillus
OTU1167	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_subclass	Vibrionales	Vibrionales_suborder	Vibrionaceae	Listonella
OTU1168	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Pseudonocardiaceae	Actinomycetospora
OTU1169	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Roseburia
OTU1170	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
OTU1171	Bacteria	Firmicutes	Bacilli	Bacilli_subclass	Bacillales	Bacillales_suborder	Bacillaceae 2	Tuberibacillus
OTU1172	Bacteria	Verrucomicrobia	Spartobacteria	Spartobacteria_subclass	Spartobacteria_subclass_order	Spartobacteria_subclass_order_suborder	Spartobacteria_subclass_order_suborder_family	Spartobacteria_genera_incertae_sedis
OTU1173	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetacia_subclass	Planctomycetales	Planctomycetales_suborder	Planctomycetaceae	Schlesneria
OTU1174	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1175	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_subclass	Sphingomonadales	Sphingomonadales_suborder	Sphingomonadaceae	Sphingomonas
OTU1176	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacterales_suborder	Conexibacteraceae	Conexibacter
OTU1177	Bacteria	Firmicutes	Clostridia	Clostridia_subclass	Clostridiales	Clostridiales_suborder	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU1178	Bacteria	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Nocardioidaceae	Kribbella
OTU1179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_subclass	Bacteroidales	Bacteroidales_suborder	Prevotellaceae	Prevotella
